name	log.BF.FF.2.	p	q	log.BF.2.	log.FF.2.	T00346116_FF11_1.TXT	T00346118_FF5_1.TXT	T00346121_FF2_1.TXT	T00346125_FF3_1.TXT	T00346128_FF13_1.TXT	T00346130_FF12_1.TXT	T00346131_FF15_1.TXT	T00346132_FF14_1.TXT	T00346135_FF7_1.TXT	T00346114_BF5_1.TXT	T00346115_BF1_1.TXT	T00346119_BF4_1.TXT	T00346120_BF8_1.TXT	T00346127_BF3_1.TXT	T00346129_BF10_1.TXT	T00346133_BF7_1.TXT	T00346134_BF6_1.TXT	T00346113_BMS2_1.TXT	T00346117_BMS16_1.TXT	T00346122_BMS8_1.TXT	T00346126_BMS3_1.TXT	T00346136_BMS10_1.TXT
CD8A	0.134289699	0.328720077	0.3740328	6.244695161	6.110405462	5.693798575	6.307147454	5.840885016	6.462589036	6.341825501	5.63456574	6.42702502	5.973566693	6.312246122	6.619993959	5.960023923	5.78595473	6.286025119	6.335909455	6.480732947	6.378993213	6.354502585	6.361767305	6.022651464	6.381515904	6.248451988	5.964514502
SERP1	1.63682222	0.11792712	0.207134017	8.123891152	6.487068932	6.613205142	6.147242964	5.694383287	5.789860959	5.423813669	6.898235504	9.9913039	5.558433941	6.267141023	10.14247364	8.053125811	9.196382735	4.727340236	8.539490209	6.660348886	10.31327891	4.845043493	5.031895123	7.082946192	10.75973825	8.483586706	11.77493478
HSPA6	0.330847115	0.292561648	0.231113314	6.165414683	5.834567567	5.25212747	5.479572337	5.9393081	6.203484065	5.773127427	5.321195722	6.151313818	6.213156228	6.177822939	NA	5.254826685	5.510682537	6.588838995	6.420666356	6.485749129	6.281408073	6.197993606	6.429160357	6.376882912	6.1494587	6.02815301	6.261155829
NPTXR	0.217604379	0.571877776	0.399553668	8.094137965	7.876533586	7.933080369	7.459638345	8.156707938	7.441259761	8.077481126	7.672851361	8.381593289	7.953263697	7.812926388	9.033309551	7.558514315	8.247168899	7.886883065	7.663025644	8.09405828	9.421471453	7.090667454	7.8031617	7.974396212	8.421860829	6.980868063	9.048408078
PPARD	-0.39883442	0.037441475	0.143582269	6.946067972	7.344902392	7.261966964	7.210252632	7.23157091	NA	7.496363549	NA	7.408012584	7.464473986	7.341676116	7.310752091	6.889721595	6.648113628	7.109949771	7.333464743	7.422063706	6.836912552	NA	7.138656717	6.632131627	6.850546722	7.175661133	6.004841376
GRB2	1.25772031	0.235853689	0.270142003	11.83409336	10.57637305	10.03469809	9.941844731	10.87554559	9.495863253	9.52808765	11.731297	13.94042878	10.74714095	8.892451391	14.861201	10.14146715	12.44787011	9.359769556	13.2365332	10.90233264	13.9701496	7.145992713	9.271264919	12.89121728	14.34783158	12.98655139	12.28103252
GIMAP6	0.10235481	0.410056673	0.544174197	9.416102103	9.313747293	9.739224042	9.37369454	9.522562107	9.534907618	8.999167984	9.232990101	8.946158077	9.338907643	9.136113526	9.402126583	8.601401024	9.496639353	9.893758795	9.311994461	10.11134491	9.559257022	8.90450127	10.59405868	9.788897226	9.006309138	7.573881009	10.16515787
CMA1	0.144423442	0.528404891	0.344148227	7.095354427	6.950930985	6.829159121	6.807374977	7.033389621	7.240134105	6.781439769	7.039437303	6.959140538	7.09180635	6.77649708	7.256580106	6.810902658	7.077506466	7.31658867	7.218061332	7.778598276	7.076524837	7.002969403	7.530834456	7.485732771	6.610426477	6.289774174	6.785107927
MSRB3	-0.210490122	0.086020495	0.325844517	7.563731201	7.774221322	7.021342626	7.429772841	7.718222563	8.254722724	8.058558982	7.985961232	7.753881582	8.126596891	7.618932461	8.400632305	7.017429453	7.76659798	7.264260965	7.477685099	8.289669431	7.44894442	7.397008887	7.64699395	7.270719164	7.643804965	7.101556197	7.60320279
C1QL4	0.22554808	0.530953044	0.389117838	8.459941778	8.234393698	7.724930643	8.01774218	8.047699274	8.204814862	9.190011454	7.982823418	8.235487714	8.31961601	8.386417728	8.759935991	7.646197537	8.344046242	8.658223701	8.617810728	9.189028756	8.578358922	8.728858024	9.130295319	8.885891804	7.947611655	7.033042655	NA
FKBP5	0.807651597	0.147987872	0.259770022	6.547046865	5.739395268	5.513150328	5.497379528	5.58955515	5.004009869	5.772885198	5.909954183	7.472570009	5.561138405	5.333914746	10.1388502	5.552411823	6.443979674	4.598642974	6.893941947	5.644981246	7.770352243	5.337403264	4.77414069	6.430488717	8.083241013	7.160592419	6.282583039
SEMA4D	0.073229949	0.375093928	0.56163078	6.332221407	6.258991459	5.409766765	5.658869103	6.190702852	6.29111442	6.488799855	6.843518432	7.111194056	6.186991715	6.149965929	6.644917783	6.000829194	6.953794654	6.111256342	6.324747291	6.231919096	6.173869741	5.839826289	5.706898098	6.587890659	7.048052252	6.081329172	6.613547721
PPP2R2B	0.540893977	0.25733458	0.235722805	6.112335313	5.571441336	5.381267186	4.81355802	5.945754737	5.493018887	5.478791697	5.418043545	6.796604012	5.475543566	5.340390376	6.862730097	7.479365106	6.311294456	5.299962906	6.234700875	5.697114834	6.667810137	5.349602026	4.38428027	5.58518012	5.880427081	6.244320363	7.463570795
KLF6	1.038853861	0.249508956	0.34056774	7.999142411	6.960288549	5.389966674	6.426026942	9.390628347	5.940430804	6.196205554	6.641550258	10.411528	6.99620737	5.250052996	11.83576013	5.845772249	8.852237246	5.431818243	9.322293604	5.227884293	9.341850857	4.936483847	4.993759533	8.253094841	10.25402625	8.811554988	10.88231526
ITPR2	0.033971566	0.90963915	0.598805333	6.575169419	6.541197853	5.864383263	5.857728598	6.418866761	6.630726621	6.711005384	6.261964588	7.13320767	7.269589714	6.723308078	6.766240292	6.278571085	6.315140734	6.786410485	6.488906573	6.335422056	6.64462213	6.223653479	6.376636007	6.705674144	6.728384177	6.659184597	7.16835669
TACR1	0.669449861	0.120159764	0.202550986	8.403046512	7.733596651	7.496626544	7.794580115	7.359229149	8.133637255	7.80023768	7.335265952	7.914221429	8.165175945	7.603395788	8.712652857	7.768678343	8.559336448	8.416390606	7.954402195	8.321768377	8.392111536	8.050494014	8.795020382	8.173689262	8.133026756	7.134995524	10.82703835
CD200	0.023401571	0.71945758	0.596579034	6.988898169	6.965496599	6.417723121	6.621839492	6.968838592	7.324950167	7.055934254	7.210787769	7.038315356	7.081783364	6.969297272	7.322473907	7.465236255	7.154128402	7.033901818	6.888278931	6.9025447	NA	6.871588363	6.69931857	6.913657755	6.888817	6.694780759	7.032051568
ITPR3	-0.576444845	0.239771281	0.206722445	5.404999608	5.981444453	6.196794831	5.494649152	5.630192902	4.833677782	6.391775071	6.409977561	6.045083828	6.54642506	6.28442389	5.590727627	5.266055858	4.397649089	5.770414431	5.359341889	6.816130084	4.687877031	5.777270417	4.563193545	5.858098158	5.912311391	5.547627792	4.718297588
IL21R	-0.008803222	0.75797674	0.622794685	5.983372284	5.992175506	5.963431561	5.219539842	5.622920528	6.016962162	6.223699592	6.044839136	6.512177053	6.225840626	6.100169051	5.789810983	6.220836502	5.88022427	5.969186454	6.229998672	6.412954446	6.349625099	5.955302025	6.135971646	6.169036166	5.156580492	5.675196634	5.839116302
HFE	0.29754465	0.73886252	0.442809441	7.548137529	7.250592879	7.559560763	8.920236979	6.946301851	6.685585097	6.857630153	7.162081519	7.428320524	7.258062492	6.437556533	7.962282229	6.777431777	7.741962925	7.327776585	7.494626156	7.179710348	10.21468115	6.40896694	7.03405248	6.418805193	8.930747977	7.262484787	7.372259333
AOC2	0.006423194	0.408648529	0.625125223	6.195351425	6.188928232	6.130836116	6.367591195	6.388598585	5.300288173	6.307528737	5.810980327	6.704344063	6.433216582	6.256970308	6.212784625	6.188717008	5.913253542	6.305852857	7.049771341	6.654816501	6.650487264	5.727586893	6.926089633	5.363776269	6.149238404	5.917188769	5.480005422
CCNL2	1.09710414	0.207742961	0.246693941	8.134097237	7.036993097	6.940447173	6.874435614	6.610667474	6.70478175	6.862941009	6.667793631	9.332704943	7.061499087	6.277667191	11.65710244	7.274259725	8.418827742	6.050271439	7.704943189	6.356323252	10.29170714	5.801526452	6.388693016	NA	10.06640684	7.744386842	9.854718771
PPP2R2B	1.228489879	0.081133312	0.207134017	7.695086345	6.466596467	5.441542103	6.056075367	6.600360804	5.634028514	5.96271479	7.197507749	8.628697022	6.682526102	5.995915748	11.80983385	6.069368457	7.758348834	5.475951381	8.579063789	6.24134129	9.040054702	6.111509683	6.176129552	8.0694599	9.75833603	8.218203084	6.728521934
IFI30	0.829546538	0.051263787	0.269867819	7.174459721	6.344913182	6.254281439	5.363214525	6.129517298	5.855271681	5.940560857	7.357104988	8.686506568	6.164427722	5.353333562	7.859959168	6.208289807	9.203987752	5.76372431	7.253099817	5.962007582	7.287409496	5.569637949	5.987351065	8.081756198	8.359858806	NA	8.556434694
CD82	0.24413751	0.912935487	0.304512745	6.643614742	6.399477232	6.2946258	6.374195935	6.116066291	6.7175425	5.909567015	5.843295269	7.098152881	6.840245709	6.401603686	7.157798243	7.639264088	6.409595369	6.536714696	6.611761354	6.817992616	6.816701233	6.155599803	6.437418422	6.426202107	6.498107953	6.216099939	6.643735815
AIRE	0.087854946	0.913938599	0.528976959	6.466925138	6.379070192	6.304810088	5.84951304	6.142027366	6.845377287	5.786730485	6.445368449	7.061643352	6.39497001	6.581191649	7.443435789	6.338091536	6.342855347	6.202272064	6.721569054	6.35387641	6.527650344	5.997804842	6.34831566	6.538603468	6.573937378	6.427724177	6.253890728
EDA	0.13469225	0.890132903	0.370080366	7.010270828	6.875578578	6.802138086	6.778578369	6.699507062	7.022513185	6.944520712	6.848209711	NA	7.060558906	6.848602592	7.289207559	6.699221603	6.508264991	7.031957432	7.60705168	7.299973476	7.357066108	6.441606654	7.462617635	6.829536145	7.465369428	6.650286829	6.491361228
FCGR2A	-1.327420012	0.001581042	0.000191926	7.777951636	9.105371648	8.903728327	8.474112727	8.510105806	9.461307455	9.215643007	9.604102379	9.235639728	9.124898397	9.418807008	7.204681123	7.135057389	8.112870962	7.263615124	8.113397195	8.015880097	7.655047467	8.1339118	7.222882948	8.378351547	8.172886942	8.274368831	7.430419848
SP3	0.027655417	0.495888453	0.610521274	6.386209011	6.358553594	5.912392935	5.893412715	6.405426743	6.797597682	7.415753732	5.508793435	6.498708189	6.459386846	6.335510069	6.032477985	6.495386282	6.747775626	6.395761326	5.936900638	6.74644279	6.429684877	6.811859131	6.612802145	6.310829243	6.00173855	6.055652184	6.443406368
F13A1	-0.264588555	0.01048521	0.270142003	6.304146224	6.568734779	5.611317774	6.532816673	6.409406582	6.713730932	6.847793249	6.674502343	6.768428291	6.585455649	6.975161515	6.812916922	6.257260462	6.3468376	6.214125044	6.614747529	6.462229759	6.740680152	6.339783077	5.591982201	6.39462935	5.989295063	NA	5.885267524
ANTXR1	0.581425698	0.032949759	0.172875647	7.808171922	7.226746224	6.839442329	7.087408428	7.471921367	7.614788667	NA	6.877910374	7.427069784	7.653089561	6.842339282	7.701028636	7.173039491	7.610014219	8.081071989	7.940324564	8.669591963	8.153939191	7.829183285	8.591551871	7.651454326	7.356448111	6.65756654	8.091020798
IGBP1	1.104472704	0.222114015	0.270142003	7.496521174	6.39204847	6.007391408	6.074540384	6.417422714	5.534595808	5.981008309	6.361563908	8.861496182	6.577212414	5.713205098	10.53833861	7.297905663	7.36530354	4.711773496	7.991154412	5.497893843	10.09173871	4.327524975	5.286310722	6.823607448	10.08380271	7.300999622	10.13842151
TNFAIP8	0.39563214	0.935854249	0.325844517	7.470553874	7.074921734	5.33206798	7.09055576	6.747084321	6.931407917	7.377314855	7.17854774	8.394220799	7.383307509	7.239788724	8.800785198	8.437927955	7.356363939	6.826066684	7.02199702	7.206092365	7.985157871	6.948776502	6.939395938	7.814603934	7.322165997	7.275665256	7.182201706
CCL14	1.507262127	0.143477892	0.206722445	7.240855105	5.733592978	4.963892653	5.366029996	5.158697735	5.384336104	5.326610163	5.143868347	9.076608405	5.578195034	5.604098365	9.575403523	7.47667015	7.589132265	5.168982958	7.645295676	4.995346514	8.792905988	4.670032335	5.079353341	6.191240114	9.671289626	6.766447942	10.50901593
CISH	-0.146836803	0.872681758	0.389117838	5.904868614	6.051705417	6.015797163	5.894672078	5.748338926	6.005006667	5.661013115	6.620347309	6.057352753	6.203169165	6.259651574	6.538034546	5.839059528	6.284560892	6.218396692	5.783257278	6.411349664	5.810191595	5.747774133	5.404863948	6.011460314	5.981487195	5.04038743	5.692468769
CD22	-0.335748646	0.025270148	0.202550986	6.139586654	6.4753353	5.909727934	6.262386832	6.651827043	6.517686579	6.577698379	6.42083656	6.75666715	6.806236675	6.374950549	6.259278844	6.073521167	6.234784087	6.454769827	NA	6.156103286	6.143493316	6.211459622	6.507721958	5.426799434	6.220067307	6.391196852	5.595844154
SEMA4A	-0.215171612	0.07990999	0.33119521	7.986984775	8.202156387	7.906878546	8.226735916	8.110037888	8.012140472	8.035042148	7.890852701	8.473187611	8.643451664	8.521080536	8.161039562	7.702119734	7.676135003	8.089107495	8.769569637	8.586365047	8.401059969	7.54066948	8.93328791	7.501488787	7.742955318	7.533655955	7.193348177
IFITM2	0.583309509	0.244325161	0.399553668	8.493762781	7.910453273	7.506934663	7.559812687	6.818096793	8.310327792	6.960525447	8.840619713	10.43256718	7.829477779	6.935717399	9.12294953	7.686856079	11.86061996	6.086109455	6.838781221	8.162086958	9.117677343	6.258233663	6.985628275	10.88616027	9.440444574	8.225648136	9.74772069
CCR9	-0.607536069	0.062783981	0.202615806	6.325377419	6.932913489	6.660576872	6.245271464	6.259392082	7.704605649	6.870251067	6.969486478	6.522999138	6.890860826	8.272777822	6.620625143	6.480899166	6.11847859	6.502792022	6.284531486	6.351613164	6.480003205	6.255879372	6.251531644	6.100931151	6.219492681	6.535739901	6.027388928
PRG2	-0.074392169	0.275381353	0.509393261	6.907955058	6.982347227	6.624303468	6.931179557	6.693753012	7.125239905	6.890444209	7.033035406	7.255725268	7.320322651	6.967121571	6.98997535	6.738403533	6.784332343	6.904745737	7.442675136	7.27860661	6.96958031	6.464682482	7.522428813	6.877725623	6.646611919	6.732681055	6.450966848
SPACA3	-0.438417451	0.049634725	0.126918506	6.431692379	6.87010983	6.686040835	6.696676737	6.631620104	6.909580895	6.948319032	6.91369116	7.110369525	7.081032485	6.853657701	6.721450994	6.414423852	6.069026631	6.354094906	7.191897296	6.600591813	6.622208296	6.293674142	6.639354076	6.108987276	6.4419747	6.717803357	5.436513594
CYSLTR2	0.086858093	0.983258042	0.568687599	8.663061423	8.57620333	8.283596078	8.613149137	9.639595347	8.559080277	8.703447762	8.183616306	8.135474697	8.309323916	8.758546449	8.569867165	7.596677114	8.786642482	9.306607789	8.690799207	9.653828007	8.650222556	8.799181783	9.61923178	9.390375809	7.653311215	6.854450312	9.048603281
CTSG	0.081189683	0.978059677	0.468312264	6.41958549	6.338395807	5.960377864	5.917861586	6.675952789	6.069671985	6.322001782	6.6342604	6.52352018	6.463659854	6.478255822	6.802310166	6.173264589	6.430628271	6.558942709	6.494028498	6.588067045	6.505366803	6.068610784	6.644074252	6.330749909	6.328493756	6.217845385	6.312229205
PGLYRP4	0.294034451	0.195314252	0.293977946	6.908103737	6.614069286	6.911186003	6.790773906	6.052264567	6.686260039	5.635076555	6.604754401	7.042458263	7.143428122	6.660421721	7.056075633	6.473907669	6.782999885	7.395933843	6.781778171	6.80105648	8.139179092	7.257210958	6.694866911	6.560987031	7.020919284	6.307685567	6.532748056
IL1A	-0.465504507	0.027156609	0.172875647	5.617834525	6.083339032	6.250972856	5.823037773	6.05216638	5.941449066	6.098267578	6.509545008	6.561899886	5.984326315	5.52838643	5.956613435	5.540989335	5.143112164	5.819517707	5.429833732	5.675843803	4.85766265	5.781801424	5.630422929	5.955605326	5.529878864	6.517596335	5.192971122
ALOX5	-0.64486183	0.003429648	0.001442542	8.070414932	8.715276763	8.489126323	8.859425921	8.648156055	9.17632925	8.697397355	8.837001329	8.484573613	8.73499591	8.510485107	8.003442631	7.7001165	8.27875166	7.974139249	8.148203012	8.454474613	8.103821085	8.283039359	8.171072671	8.303266818	7.728996803	7.395205727	8.370863991
NOXA1	-0.016105379	0.766818805	0.611382716	7.858420666	7.874526044	7.549966554	7.793060725	7.713701731	8.216096215	7.764179085	7.824913879	7.8845712	7.902138901	8.222106109	8.042949677	7.491722992	8.296879922	7.97058593	7.693948528	8.354584559	8.057487548	7.963870374	7.900134341	7.788183015	6.879629295	7.212106831	8.507385641
ELK4	-0.108857806	0.994361598	0.449875808	6.374309085	6.483166891	6.494681897	6.368524684	5.637734766	6.627065271	6.487258726	6.602611695	7.031210652	6.712594263	6.386820067	6.472941146	6.214122346	6.586230001	6.332545054	6.565847221	6.677470972	6.204154016	6.573495288	6.164895933	5.856978786	6.597454416	6.251641825	6.368241099
SEMA5B	0.059055723	0.156462883	0.544174197	7.072055901	7.013000178	6.768687424	6.934107787	7.006036111	7.150616283	7.114966764	6.68025235	7.381953402	7.095101397	6.985280083	7.539099083	7.131734299	7.011853006	6.873698592	NA	7.480535251	7.280364091	6.415054132	7.547619324	7.217242172	6.815382033	6.737260985	6.81482784
ABCC8	0.09618276	0.89609289	0.449875808	6.518705161	6.422522401	6.137017712	6.308590134	6.470005683	6.345739155	6.129658402	6.606935504	6.778025244	6.696557907	6.330171869	6.938719509	6.444179556	7.093183471	6.277334061	6.754122489	6.504889518	6.826151864	5.916797552	6.669681502	6.000029302	6.610889095	6.54861026	6.158578919
TFCP2	0.671210318	0.048886025	0.206722445	8.72785137	8.056641052	8.707355908	8.382143718	7.597164442	7.638085324	7.701221107	8.086836527	8.274812207	7.911004106	8.211146131	9.704442955	7.627761494	9.145910916	8.723549547	8.46102221	8.927834402	10.89668655	8.067074847	8.640259368	8.100631741	9.755009878	6.86475575	8.547128149
TFCP2	-0.105017692	0.174976761	0.59842975	6.981007187	7.086024879	7.147916455	6.996411124	9.540672622	8.162158804	6.26047773	5.742621642	7.592368543	6.222402898	6.109194093	9.979076322	6.805846216	7.052359808	7.013233638	6.919625366	6.309125203	8.701516605	5.265482683	6.790061756	7.103181593	7.381566925	6.435587845	4.996429477
PAFAH2	0.318777431	0.392746639	0.270142003	5.767561777	5.448784345	5.413847643	5.465733467	5.463508263	4.99654452	5.129031964	5.62902517	6.059833111	5.222634192	5.658900778	6.401089806	6.515940346	5.952094384	5.892635107	5.828562952	5.008900303	6.162910724	4.843405087	5.009152111	5.05800881	6.154134304	5.466624296	6.684844872
MAP3K10	0.025061846	0.530970746	0.596579034	6.778954714	6.753892868	6.570475852	6.283332382	6.55660185	7.143134204	6.862583731	6.410667585	7.117979349	6.661044504	7.179216357	6.937755414	6.483121334	6.487902348	6.774774824	6.772332293	6.724951746	7.021880752	6.840235074	NA	6.704725623	6.856668895	6.899489172	6.843619097
ICAM3	0.595261594	0.324166434	0.234185387	6.821811527	6.226549934	5.909214308	5.609889884	5.95861495	6.798609613	5.666334595	6.830530521	6.748383271	6.487212855	6.030159407	7.661739986	6.6685277	6.474538881	9.798760164	6.057770373	5.990646657	7.31391184	5.8590462	6.266075299	6.511350573	7.009227778	6.487609636	6.58434477
TACR3	-0.327430342	0.075958531	0.227489774	6.229921473	6.557351815	5.573148489	6.466042275	6.39710144	6.939852097	6.975879211	6.71062499	6.585215493	6.754633304	6.61366904	5.71578658	6.628148899	6.672682106	6.238736477	5.87396232	6.507319043	5.939044903	6.145987574	6.010164188	6.197097265	6.261208118	6.022903278	6.775938397
MSRA	0.032219723	0.85394102	0.594631991	5.969508416	5.937288693	5.930608899	6.165977288	5.535129047	5.496810858	5.902469957	5.912014942	6.067326053	6.302951639	6.122309556	6.775903896	5.495735271	6.080108063	5.506266324	5.752167356	6.414540485	6.306676907	5.840334886	6.161334803	5.722180854	5.925165472	5.493890794	6.129304296
GAB2	-0.101012805	0.186379859	0.544174197	8.327783098	8.428795904	7.31100124	7.9562565	9.220274676	8.501247064	8.242465837	8.859482119	8.476531583	8.379162605	8.912741511	8.776419374	7.761171982	7.92418921	8.470628321	8.217362325	8.885935192	8.696561627	8.08553116	8.699290361	7.91387502	8.260474312	7.683989329	8.885752067
IER3	0.701068983	0.176507382	0.442809441	9.030369102	8.329300119	8.783307655	9.031916061	6.816267277	6.219294307	7.612651625	10.5349023	10.89481126	7.976200183	7.0943504	10.64858261	7.43997012	11.08256581	5.417278142	9.239275576	6.971926118	11.86309889	4.99409659	6.673825219	9.758557967	11.46725878	9.212087384	12.6262751
BPHL	-0.325477307	0.037704039	0.206722445	6.549783944	6.87526125	6.680830727	6.667112351	6.687349697	6.871724991	7.40589178	6.907089614	NA	6.832122337	6.949968506	NA	6.415678334	6.701113111	6.384337933	6.903774066	NA	7.538392353	6.421789988	6.555746966	6.282824769	6.446824291	6.491799254	5.905342314
FCGRT	1.247717623	0.178558495	0.231883011	7.100156371	5.852438748	5.490828049	4.973330721	6.882237207	4.980797864	5.365583623	5.75416741	8.623389109	5.515452419	5.08616233	10.58645859	6.768333056	7.84777881	5.374556137	7.802384027	4.824235275	8.656148632	4.474327845	4.482450462	6.362993287	10.3918652	6.960490178	7.770011325
MSRB3	0.177928283	0.363065375	0.35552254	6.239157961	6.061229679	5.659752144	5.951738089	6.150329935	6.030931298	5.765540854	6.133900981	6.764579696	6.361998594	5.732295517	7.200459791	6.006009936	5.924352953	6.074043424	6.527982873	6.183485003	5.837527905	6.065740001	5.867599042	5.965997773	6.328764026	6.363766517	6.763324255
MUC1	0.555601245	0.257552126	0.330159623	7.28137046	6.725769215	7.408748034	6.862562057	6.613015917	6.261455857	5.540139974	6.288390066	7.816921803	7.488841427	6.251847802	7.799259781	6.527352718	8.220379621	8.196234424	7.520028012	6.000830089	9.440877406	5.246774976	5.461649742	6.543348455	9.775167965	6.739705952	7.186206841
MAP3K9	0.467452873	0.033956884	0.270142003	8.763887063	8.296434189	9.000023144	7.955519892	7.980003213	7.627386349	8.195539864	7.866949858	8.591035779	9.057134144	8.394315463	9.290219392	7.479376924	8.704753045	10.11973608	8.98937478	8.940397434	8.756122605	8.61073614	9.527120463	8.745341953	8.071963918	6.852647917	9.842741169
TPSG1	0.695550632	0.244539042	0.206722445	7.199699375	6.504148743	6.508853976	6.370347317	6.170198121	6.322330786	6.401092644	6.482081765	7.405463254	6.492845802	6.384125026	7.451855261	6.694965657	7.193297218	6.265987948	6.839232021	6.513889714	9.051239275	5.98468966	8.598530072	6.230738515	8.534502946	6.7934888	7.443674792
NOX1	0.185343733	0.625155178	0.399553668	8.647900407	8.462556674	8.18079493	8.521474976	8.654381295	8.284568917	NA	8.401943062	8.48684603	8.658788203	8.511655978	8.683237846	7.944233106	8.317059701	9.004717921	9.295241408	9.359085905	8.481151654	8.576028327	9.964788241	8.79423624	8.01397797	7.456105225	8.532841752
LRRC8E	0.437552522	0.211470463	0.283767326	9.546465998	9.108913476	8.968216605	9.275798378	9.393849312	8.616393725	10.11897035	9.130516308	8.943863554	8.849543361	8.683069693	10.14749431	8.328544856	10.07447403	9.898732522	9.278432504	10.29625155	10.41674216	9.360035766	10.05372264	9.515885225	8.919158365	7.277202494	10.53738154
TBXAS1	-0.276063738	0.119850595	0.202615806	5.779203	6.055266738	6.009397711	6.132471387	6.080341817	6.074822633	5.9523174	5.899066483	6.326967133	6.131883723	5.890132353	5.819291037	5.860827111	5.505433695	5.214917765	6.259418827	6.035608857	5.935786297	5.911524362	5.771730802	5.263351848	6.170935593	6.230858888	5.149953919
DUSP16	-0.331768431	0.103198264	0.220545484	7.857621176	8.189389607	8.156542376	NA	8.037496885	NA	8.415009373	8.106817477	7.943406749	8.022146329	8.644308057	8.190722133	6.990102657	8.036487023	8.571674289	8.189075411	8.248506534	7.593805189	7.932779556	8.331679896	7.547949629	7.876237231	6.915408208	7.724647532
CNIH2	-0.076638373	0.388529554	0.585570105	8.444971335	8.521609707	7.931797403	NA	9.797794064	8.312208605	9.03903589	8.404227994	7.936543659	8.271407748	8.479862297	8.512678784	7.453008227	8.653445665	8.977050075	8.696455617	9.355546673	8.608737298	8.205945704	9.598818927	8.637405459	7.599991816	7.041126654	8.444416454
NFATC2	1.248189738	0.178042308	0.231883011	8.041125086	6.792935347	6.282084403	6.507147032	7.139882366	6.08460569	6.200927893	7.065307612	9.234519859	6.59052199	6.031421281	12.59846367	6.223078132	7.774982937	5.829854017	8.961246062	6.385601269	10.33738702	5.471933693	5.82989939	8.40220758	10.44004567	8.772778619	7.507148048
ITPR1	-0.176320148	0.710032916	0.509037853	6.747954931	6.924275079	6.148789893	6.622604271	6.550210767	7.409239431	7.754877043	6.917151804	6.987814676	6.851258282	7.076529541	6.627450207	6.262164042	6.085043405	6.821111483	6.897752781	NA	6.880695259	9.178863958	6.877021279	6.146218751	6.269497198	6.306073789	6.623567023
TNKS	0.441465084	0.839059881	0.283767326	6.599627976	6.158162893	5.780719671	6.19552719	5.876320644	6.419696371	5.650519076	6.147971112	7.253467869	6.2358459	5.8633982	8.080794651	6.816844331	5.176867181	6.46173422	6.587207915	5.654511586	7.835944086	5.314020577	6.02366345	6.127989322	7.021080016	7.08878041	7.605725945
ICAM4	0.029322979	0.388854257	0.59842975	6.057842175	6.028519195	5.669458133	6.033192948	6.256835047	6.357542587	5.985490294	5.493790816	6.308823391	6.246273931	5.905265611	6.343102608	5.259693985	5.151758691	6.104344437	6.240398164	6.606603546	6.322513296	6.127058911	6.313293394	6.140577324	6.116667767	5.963907129	6.06202902
LTB4R2	0.110565841	0.918370305	0.485378869	7.741591419	7.631025578	7.435058996	7.560863712	7.560697168	7.604218312	7.833854937	7.773421096	7.531869521	7.755537058	7.623709406	7.932751783	7.175774469	7.456747982	8.224214759	8.011722741	8.955794927	7.970934512	7.878641168	NA	7.507222551	7.191202736	7.007357244	7.586732159
SDC4	0.031406696	0.699552469	0.604264435	8.147106642	8.115699946	7.839498609	8.266969508	8.190536925	8.266516376	7.962869106	7.869624178	7.839044249	8.109862427	8.696378138	7.990683942	7.713246525	8.229423702	8.246064177	8.015947201	8.923346081	8.754903556	7.460598399	8.938578676	8.314880384	7.777350268	6.679322151	8.86804129
TBXAS1	-0.056933828	0.773729494	0.528875004	7.30055032	7.357484148	7.13222637	7.352717172	7.112091273	7.650766417	NA	7.589783836	7.288518133	7.405527605	7.328242378	6.981254117	7.089510922	7.72216279	7.197013209	7.507267898	7.72328053	7.328597842	7.057068915	7.502952661	7.337357201	7.112685234	6.758169653	7.589833181
XRCC5	1.077650668	0.254876458	0.265136315	7.701429091	6.623778423	6.727009458	5.660356507	7.006076448	6.287695613	5.767552744	7.246474973	8.970422814	6.205238443	5.743178809	11.94058724	6.379055542	7.738590222	6.098151245	8.327175057	6.097490883	9.492210758	4.809947815	5.844933226	8.12607924	9.959618954	8.462874596	6.841863411
OAS1	-0.331793494	0.000163331	0.009291673	6.535932094	6.867725588	6.586516083	6.92526419	6.903698994	6.72686203	6.843369266	6.891627214	6.911946167	7.057408836	6.962837509	6.799985175	6.577864589	6.440856761	6.161960648	6.645975458	6.835059543	NA	6.604332685	6.499676886	6.366460349	6.574531395	6.550539357	6.373942284
HSPB7	0.390567639	0.314914347	0.231883011	6.564707833	6.174140195	5.236057229	6.103198074	5.728458472	6.475737458	6.155485802	5.975944063	6.816973855	6.391049253	6.684357547	6.974088311	5.585939386	6.184618905	NA	6.799800127	7.086793169	6.841656879	6.726578747	7.100942099	6.59128752	6.43073849	6.001046258	6.453004108
NUP88	1.252226883	0.295428464	0.304512745	10.58844203	9.336215146	8.320380776	8.808256838	9.966246521	8.55745335	8.533775022	10.4908114	12.75038948	9.598649323	6.999973601	14.43173669	8.654903652	11.05429365	7.869757292	11.97680701	9.110909419	12.88290619	6.281940836	7.684267374	11.8542192	13.39086244	11.8687006	NA
